Tree Node ID,Tree Node Label
magid_3300008134_7,1
magid_3300008135_6,0
magid_3300008136_21,1
magid_3300008138_11,0
magid_3300008139_29,0
magid_3300008140_7,0
magid_3300008141_4,1
magid_3300008142_28,0
magid_3300008143_22,0
magid_3300008144_19,0
magid_3300008147_10,0
magid_3300008148_10,0
magid_3300008149_7,1
magid_3300008150_19,1
magid_3300008152_22,1
magid_3300008153_12,0
magid_3300008154_11,1
magid_3300008155_11,0
magid_3300008159_3,0
magid_3300008160_10,0
magid_3300008161_11,1
magid_3300008260_7,0
magid_3300008268_18,0
magid_3300008269_26,0
magid_3300008270_4,0
magid_3300008271_16,1
magid_3300008272_28,1
magid_3300008273_18,1
magid_3300008274_8,0
magid_3300008275_9,1
magid_3300008277_3,1
magid_3300008278_16,0
magid_3300008279_5,1
magid_3300008280_4,1
magid_3300008281_11,1
magid_3300008282_23,1
magid_3300008283_18,0
magid_3300008299_26,0
magid_3300008300_2,0
magid_3300008301_9,1
magid_3300008302_4,0
magid_3300008304_7,0
magid_3300008305_2,0
magid_3300008306_2,1
magid_3300008325_3,1
magid_3300008326_13,1
magid_3300008328_12,0
magid_3300008330_3,0
magid_3300008333_15,0
magid_3300008334_3,0
magid_3300008335_6,1
magid_3300008337_2,0
magid_3300008341_4,0
magid_3300008345_10,0
magid_3300008346_11,0
magid_3300008347_9,1
magid_3300008348_1,1
magid_3300008349_1,0
magid_3300008350_6,1
magid_3300008351_1,1
magid_3300008360_8,1
magid_3300008361_3,1
magid_3300008362_16,0
magid_3300008363_10,1
magid_3300008364_4,0
magid_3300008381_1,0
magid_3300008382_3,1
magid_3300008383_9,1
magid_3300008384_1,0
magid_3300008385_5,0
magid_3300008403_10,0
magid_3300008404_7,1
magid_3300008405_8,0
magid_3300008406_17,0
magid_3300008408_10,1
magid_3300008412_6,0
magid_3300008413_1,0
magid_3300008414_2,0
magid_3300008415_7,1
magid_3300008418_13,0
magid_3300008419_1,1
magid_3300008420_1,1
magid_3300008421_13,0
magid_3300008431_1,1
magid_3300008432_2,0
magid_3300008436_2,0
magid_3300008454_18,0
magid_3300008461_6,1
magid_3300008472_16,0
magid_3300008474_4,0
magid_3300008478_5,1
magid_3300008479_8,1
magid_3300008480_30,0
magid_3300008481_18,1
magid_3300008482_8,1
magid_3300008483_5,1
magid_3300008485_4,0
magid_3300008486_14,0
magid_3300008489_11,0
magid_3300008490_9,0
magid_3300008491_16,1
magid_3300008492_1,0
magid_3300008493_7,0
magid_3300008494_1,0
magid_3300008496_20,1
magid_3300008497_3,1
magid_3300008499_8,0
magid_3300008500_2,1
magid_3300008501_1,0
magid_3300008502_31,0
magid_3300008503_9,0
magid_3300008504_7,0
magid_3300008505_4,0
magid_3300008506_24,1
magid_3300008512_9,0
magid_3300008513_13,0
magid_3300008514_12,1
magid_3300008515_8,1
magid_3300008518_35,0
magid_3300008520_5,1
magid_3300008521_11,0
magid_3300008522_10,0
magid_3300008523_17,0
magid_3300008524_11,0
magid_3300008534_9,0
magid_3300008537_19,0
magid_3300008541_7,0
magid_3300008547_10,1
magid_3300008551_12,1
magid_3300008556_11,0
magid_3300008565_5,0
magid_3300008571_10,1
magid_3300008575_15,1
magid_3300008581_9,0
magid_3300008585_11,0
magid_3300008589_2,1
magid_3300008593_1,0
magid_3300008594_7,1
magid_3300008599_11,1
magid_3300008611_5,0
magid_3300008615_5,1
magid_3300008616_1,0
magid_3300008617_5,1
magid_3300008618_3,0
magid_3300008619_2,0
magid_3300008620_6,0
magid_3300008621_20,0
magid_3300008622_11,0
magid_3300008623_1,0
magid_3300008626_4,0
magid_3300008628_6,1
magid_3300008630_4,1
magid_3300008634_38,0
magid_3300008635_11,1
magid_3300008636_22,1
magid_3300008638_17,0
magid_3300008639_30,0
magid_3300008640_8,1
magid_3300008643_2,1
magid_3300008645_4,0
magid_3300008650_4,1
magid_3300008657_3,0
magid_3300008660_6,0
magid_3300008664_3,1
magid_3300008668_4,1
magid_3300008672_9,0
magid_3300008676_12,1
magid_3300008679_8,1
magid_3300008680_6,0
magid_3300008682_3,1
magid_3300008688_9,0
magid_3300008695_7,0
magid_3300008700_3,0
magid_3300008705_11,0
magid_3300008708_1,0
magid_3300008709_2,0
magid_3300008711_1,1
magid_3300008712_11,0
magid_3300008714_3,0
magid_3300008715_18,0
magid_3300008716_5,0
magid_3300008717_10,1
magid_3300008722_3,1
magid_3300008725_13,0
magid_3300008726_4,0
magid_3300008727_1,0
magid_3300008728_23,1
magid_3300008729_3,0
magid_3300008732_11,1
magid_3300008733_8,0
magid_3300008734_4,0
magid_3300008737_7,0
magid_3300008739_36,1
magid_3300008742_14,0
magid_3300008743_5,1
magid_3300008744_19,1
magid_3300008745_16,0
magid_3300008746_5,0
magid_3300008747_17,1
magid_3300008748_12,1
magid_3300008749_5,0
magid_3300008750_6,0
magid_3300008751_3,1
magid_3300008754_18,1
magid_3300008755_16,0
magid_3300008756_3,1
magid_3300009040_3,0
magid_3300009100_31,0
magid_3300009144_4,1
magid_3300009147_36,1
magid_3300009156_35,0
magid_3300009343_4,1
magid_3300009363_20,1
magid_3300009381_8,0
magid_3300009393_18,0
magid_3300009697_10,0
magid_3300009701_11,1
magid_3300009709_46,1
magid_3300009784_28,1
magid_3300009787_35,1
magid_3300009826_47,0
magid_3300009994_1,1
magid_3300010049_48,1
magid_3300010162_57,0
magid_3300010167_163,1
magid_3300010375_27,0
magid_3300010395_11,0
magid_3300010882_41,0
magid_3300011343_1,0
magid_3300011344_1,0
magid_3300011345_1,1
magid_3300011346_1,0
magid_3300011348_1,1
magid_3300011392_7,0
magid_3300011396_2,0
magid_3300011404_8,0
magid_3300011411_1,0
magid_3300011418_14,0
magid_3300011819_3,1
magid_3300011844_1,0
magid_3300011891_2,1
magid_3300011893_2,1
magid_3300011909_3,1
magid_3300011914_8,0
magid_3300011925_2,0
magid_3300011928_2,0
magid_3300011933_5,0
magid_3300011936_12,0
magid_3300011967_7,0
magid_3300011970_11,0
magid_3300011972_9,0
magid_3300011973_2,0
magid_3300011974_20,0
magid_3300011976_22,0
magid_3300011977_24,0
magid_3300011978_13,0
magid_3300011979_4,1
magid_3300011980_18,1
magid_3300011981_15,0
magid_3300011985_19,0
magid_3300011986_16,0
magid_3300011988_12,0
magid_3300011989_31,1
magid_3300011990_9,0
magid_3300012007_27,0
magid_3300012016_8,0
magid_3300012055_3,0
magid_3300012059_9,0
magid_3300012060_4,1
magid_3300012067_6,1
magid_3300012074_2,0
magid_3300012075_12,1
magid_3300012077_7,1
magid_3300012078_11,1
magid_3300012079_26,0
magid_3300012080_12,0
magid_3300012081_8,0
magid_3300012082_6,0
magid_3300012083_9,1
magid_3300012085_6,1
magid_3300012086_6,1
magid_3300012087_4,0
magid_3300012088_12,0
magid_3300012089_5,0
magid_3300012090_19,1
magid_3300012095_4,0
magid_3300012097_4,1
magid_3300012098_5,0
magid_3300012099_3,0
magid_3300012100_6,0
magid_3300012112_3,1
magid_3300012117_2,1
magid_3300012119_1,0
magid_3300012125_5,1
magid_3300012126_3,0
magid_3300012131_2,0
magid_3300012135_4,0
magid_3300012136_4,1
magid_3300012138_5,0
magid_3300012139_2,1
magid_3300012141_10,0
magid_3300012144_11,0
magid_3300012148_9,1
magid_3300012149_4,0
magid_3300012151_17,0
magid_3300012153_6,0
magid_3300012155_6,0
magid_3300012156_10,0
magid_3300012158_5,0
magid_3300012165_16,0
magid_3300012169_1,1
magid_3300012177_6,1
magid_3300012181_3,0
magid_3300012214_1,1
magid_3300012216_1,0
magid_3300012238_3,0
magid_3300012291_1,1
magid_3300012295_1,0
magid_3300012297_1,0
magid_3300012298_1,0
magid_3300012312_1,0
magid_3300012314_1,1
magid_3300012319_1,0
magid_3300012324_1,0
magid_3300012330_2,0
magid_3300012425_1,1
magid_3300012428_1,0
magid_3300012432_1,0
magid_3300012433_1,0
magid_3300012434_1,0
magid_3300012437_2,0
magid_3300012451_2,0
magid_3300012458_1,0
magid_3300012462_1,0
magid_3300012464_1,0
magid_3300012466_1,1
magid_3300012497_1,0
magid_3300012535_1,1
magid_3300012538_1,1
magid_3300012539_1,1
magid_3300012541_1,0
magid_3300012542_1,0
magid_3300012544_1,1
magid_3300012545_1,0
magid_3300012549_1,0
magid_3300012551_1,0
magid_3300012553_1,0
magid_3300012555_1,0
magid_3300012556_1,0
magid_3300012564_1,0
magid_3300012567_1,0
magid_3300012572_2,0
magid_3300012573_1,0
magid_3300012574_1,0
magid_3300012578_2,0
magid_3300012579_3,0
magid_3300012581_1,0
magid_3300012586_1,0
magid_3300012587_1,0
magid_3300012589_1,0
magid_3300012593_1,0
magid_3300012604_1,0
magid_3300012605_2,0
magid_3300012606_1,1
magid_3300012617_2,0
magid_3300012622_2,1
magid_3300012627_1,0
magid_3300012635_1,0
magid_3300012639_1,0
magid_3300012640_1,0
magid_3300012659_1,0
magid_3300012661_3,1
magid_3300012677_9,0
magid_3300012973_23,0
magid_3300012974_16,0
magid_3300012979_38,0
magid_3300012983_8,1
magid_3300012995_6,1
magid_3300012996_7,0
magid_3300012998_6,1
magid_3300012999_23,1
magid_3300013000_7,0
magid_3300013022_5,0
magid_3300013023_11,0
magid_3300013025_17,0
magid_3300013100_20,0
magid_3300013102_17,1
magid_3300013104_57,0
magid_3300013105_19,1
magid_3300013140_1,0
magid_3300013143_1,0
magid_3300013145_2,0
magid_3300013147_1,1
magid_3300013149_1,0
magid_3300013151_1,0
magid_3300013159_1,0
magid_3300013164_2,0
magid_3300013168_1,1
magid_3300013171_1,0
magid_3300013174_2,0
magid_3300013182_8,0
magid_3300013185_1,1
magid_3300013187_1,1
magid_3300013189_2,0
magid_3300013190_3,0
magid_3300013191_2,0
magid_3300013192_2,0
magid_3300013194_1,0
magid_3300013199_1,0
magid_3300013200_1,0
magid_3300013201_1,0
magid_3300013202_2,0
magid_3300013203_2,0
magid_3300013205_1,1
magid_3300013206_1,0
magid_3300013209_1,0
magid_3300013211_1,0
magid_3300013213_1,1
magid_3300013215_1,0
magid_3300013216_1,0
magid_3300013219_1,0
magid_3300013224_1,1
magid_3300013225_1,1
magid_3300013226_1,0
magid_3300013227_1,1
magid_3300013228_1,1
magid_3300013234_2,1
magid_3300013236_1,0
magid_3300013238_1,1
magid_3300013239_1,0
magid_3300013245_2,0
magid_3300013265_1,0
magid_3300013266_1,1
magid_3300013271_1,1
magid_3300013272_1,1
magid_3300013273_1,0
magid_3300013276_4,1
magid_3300013277_1,1
magid_3300013278_1,1
magid_3300013296_25,0
magid_3300013306_16,0
magid_3300013307_26,1
magid_3300013308_19,1
magid_3300013318_2,0
magid_3300013323_1,0
magid_3300013324_1,0
magid_3300013326_1,0
magid_3300013328_1,0
magid_3300013329_1,0
magid_3300013330_1,0
magid_3300013332_1,0
magid_3300013350_1,1
magid_3300013389_1,1
magid_3300013405_1,0
magid_3300013406_1,1
magid_3300013407_1,0
magid_3300013410_1,0
magid_3300013412_1,0
magid_3300013425_1,0
magid_3300013435_1,1
magid_3300013439_1,1
magid_3300013442_1,0
magid_3300013443_1,0
magid_3300013499_5,0
magid_3300013563_1,1
magid_3300013570_1,0
magid_3300013583_1,1
magid_3300013594_1,0
magid_3300013610_1,0
magid_3300013620_1,0
magid_3300013625_1,0
magid_3300013627_1,0
magid_3300013637_2,0
magid_3300013647_1,1
magid_3300013650_1,0
magid_3300013663_1,0
magid_3300013668_1,0
magid_3300013670_1,0
magid_3300013677_1,0
magid_3300013687_2,0
magid_3300013710_1,0
magid_3300013715_2,0
magid_3300013742_1,0
magid_3300013748_1,0
magid_3300013749_4,0
magid_3300013751_17,0
magid_3300013752_5,1
magid_3300013753_7,0
magid_3300013816_2,0
magid_3300013830_18,0
magid_3300013899_3,1
magid_3300013900_2,1
magid_3300013909_1,0
magid_3300013915_2,0
magid_3300013938_1,0
magid_3300013940_10,1
magid_3300013942_1,1
magid_3300013946_5,1
magid_3300013958_6,1
magid_3300014024_8,0
magid_3300014025_11,1
magid_3300014026_14,1
magid_3300014028_4,1
magid_3300014037_18,0
magid_3300014038_14,0
magid_3300014040_7,1
magid_3300014043_11,0
magid_3300014057_18,0
magid_3300014088_1,1
magid_3300014090_1,0
magid_3300014096_2,0
magid_3300014108_2,1
magid_3300014109_13,0
magid_3300014131_2,0
magid_3300014132_2,1
magid_3300014135_6,0
magid_3300014137_8,0
magid_3300014140_8,0
magid_3300014196_10,0
magid_3300014290_7,0
magid_3300014291_5,0
magid_3300014292_8,0
magid_3300014293_8,1
magid_3300014325_9,0
magid_3300014326_7,1
magid_3300014356_1,1
magid_3300014358_2,0
magid_3300014497_10,0
magid_3300014503_1,1
magid_3300014505_3,0
magid_3300014507_4,0
magid_3300014510_1,1
magid_3300014511_3,1
magid_3300014512_3,1
magid_3300014513_2,1
magid_3300014514_2,1
magid_3300014515_2,1
magid_3300014516_6,1
magid_3300014519_5,1
magid_3300014520_5,1
magid_3300014521_5,1
magid_3300014522_3,1
magid_3300014523_2,1
magid_3300014525_3,0
magid_3300014527_4,0
magid_3300014528_6,1
magid_3300014529_12,1
magid_3300014530_10,0
magid_3300014531_13,0
magid_3300014532_5,0
magid_3300014533_5,1
magid_3300014534_8,1
magid_3300014535_7,1
magid_3300014536_3,0
magid_3300014537_4,1
magid_3300014538_2,1
magid_3300014539_11,1
magid_3300014540_3,1
magid_3300014541_6,1
magid_3300014542_5,0
magid_3300014543_9,0
magid_3300014544_6,0
magid_3300014545_4,0
magid_3300014546_9,1
magid_3300014547_5,0
magid_3300014548_11,0
magid_3300014549_6,1
magid_3300014551_10,0
magid_3300014552_11,1
magid_3300014553_6,1
magid_3300014554_8,0
magid_3300014555_5,0
magid_3300014556_4,1
magid_3300014557_8,0
magid_3300014558_2,0
magid_3300014559_9,0
magid_3300014560_3,0
magid_3300014561_4,1
magid_3300014562_7,1
magid_3300014563_10,1
magid_3300014564_18,0
magid_3300014565_12,1
magid_3300014566_7,1
magid_3300014570_13,1
magid_3300014571_9,0
magid_3300014572_4,1
magid_3300014573_5,1
magid_3300014583_1,1
magid_3300014594_2,1
magid_3300014597_2,1
magid_3300014614_1,1
magid_3300014620_1,0
magid_3300014651_1,0
magid_3300014696_4,0
magid_3300014703_4,0
magid_3300014709_4,0
magid_3300014712_3,0
magid_3300014719_1,0
magid_3300014721_1,1
magid_3300014722_1,1
magid_3300014731_5,1
magid_3300014737_3,1
magid_3300014739_3,1
magid_3300014744_3,1
magid_3300014747_4,1
magid_3300014748_5,0
magid_3300014749_10,0
magid_3300014750_2,1
magid_3300014751_9,0
magid_3300014752_10,0
magid_3300014754_6,1
magid_3300014755_13,0
magid_3300014757_5,1
magid_3300014760_11,0
magid_3300014761_7,1
magid_3300014762_3,1
magid_3300014764_8,0
magid_3300014766_7,0
magid_3300014767_5,1
magid_3300014769_10,0
magid_3300014771_15,0
magid_3300014776_6,0
magid_3300014778_15,1
magid_3300014780_5,1
magid_3300014781_5,1
magid_3300014782_5,1
magid_3300014783_6,0
magid_3300014784_5,0
magid_3300014785_4,0
magid_3300014787_12,1
magid_3300014788_11,1
magid_3300014789_12,1
magid_3300014790_9,1
magid_3300014791_7,1
magid_3300014792_9,0
magid_3300014793_5,1
magid_3300014794_12,0
magid_3300014797_4,1
magid_3300014798_6,1
magid_3300014799_9,1
magid_3300014800_3,0
magid_3300014802_17,0
magid_3300014803_4,1
magid_3300014804_6,1
magid_3300014806_12,1
magid_3300014807_10,1
magid_3300014808_6,1
magid_3300014815_16,0
magid_3300014824_27,1
magid_3300014846_9,0
magid_3300014890_1,1
magid_3300014893_2,0
magid_3300014895_3,1
magid_3300014896_3,1
magid_3300014902_3,1
magid_3300014916_8,0
magid_3300014917_4,0
magid_3300014919_3,0
magid_3300014921_2,1
magid_3300014922_7,0
magid_3300014925_1,1
magid_3300014927_12,0
magid_3300014928_3,0
magid_3300014931_1,0
magid_3300014934_6,1
magid_3300014935_10,1
magid_3300014936_11,1
magid_3300014937_5,1
magid_3300014938_6,1
magid_3300014939_4,1
magid_3300014940_5,0
magid_3300014941_5,1
magid_3300014943_6,1
magid_3300014944_9,1
magid_3300014946_5,1
magid_3300014947_7,0
magid_3300014948_5,1
magid_3300014949_8,1
magid_3300014950_10,1
magid_3300014951_10,0
magid_3300014952_10,0
magid_3300014953_14,1
magid_3300014954_11,1
magid_3300014955_5,1
magid_3300014956_9,1
magid_3300014958_5,0
magid_3300014963_56,1
magid_3300014964_39,1
magid_3300014968_13,1
magid_3300014969_9,1
magid_3300014970_8,1
magid_3300014971_21,0
magid_3300014972_3,1
magid_3300015207_27,1
magid_3300015265_4,0
magid_3300018427_70,0
magid_3300018430_55,0
magid_3300018475_162,1
magid_3300018878_112,0
magid_3300019371_8,1
magid_3300019372_4,1
magid_3300019373_27,1
magid_3300019374_21,0
magid_3300019375_17,0
magid_3300019376_24,1
magid_3300020079_9,1
magid_3300020128_6,1
magid_3300020137_8,0
magid_3300020138_1,0
magid_3300020144_12,0
magid_3300020148_10,0
magid_3300020149_4,0
magid_3300021254_48,0
magid_3300021255_79,0
magid_3300021256_56,0
magid_3300021279_5,0
magid_3300021285_6,1
magid_3300021288_5,0
magid_3300021295_4,0
magid_3300021300_5,0
magid_3300021301_5,0
magid_3300021306_17,1
magid_3300021310_7,1
magid_3300021311_23,0
magid_3300021318_9,1
magid_3300021319_7,0
magid_3300021326_13,0
magid_3300021358_3,0
magid_3300021361_9,1
magid_3300021384_9,1
magid_3300021387_38,1
magid_3300021388_4,0
magid_3300021399_28,0
magid_3300021400_94,0
magid_3300021426_35,1
magid_3300021431_50,1
magid_3300021540_2,1
magid_3300021541_2,1
magid_3300022377_6,0
magid_3300022401_4,1
magid_3300022660_101,0
magid_3300022661_91,0
magid_3300022736_3,0
magid_3300022738_2,1
magid_3300022739_2,1
magid_3300022740_1,1
magid_3300022741_8,1
magid_3300022742_10,1
magid_3300022753_72,0
